,company,job_title,location,salary,summary,est_salary
2062,Mavenlink,Consultant,Richmond VIC,0,"Experience in the areas of financial reporting, business intelligence, and key performance metrics. Experience leading solution design workshops, defining...",100000
2063,Australian Recruiting Group,Data Scientist - Senior,Sydney NSW,0,"Practical Experience –demonstrable practical experience using Machine Learning and Artificial Intelligence techniques, and delivery of analytical solutions to...",100000
2064,Opus Recruitment Solutions,Full Stack Engineer,Sydney NSW,"$110,000 - $120,000 a year",Artificial Intelligence in Retail. An artifical intelligence company supported by the Coca-Cola group is now seeking a Python Developer....,100000
2065,Altis Consulting,Senior to Managing Consultant - Data and Analytics,Sydney NSW,0,Working closely with business users to design powerful visualisations and business intelligence reporting solutions....,100000
2066,Atlis Consulting,Senior to Managing Consultant - Data and Analytics,Sydney NSW,0,Working closely with business users to design powerful visualisations and business intelligence reporting solutions....,100000
2067,Grant Executive Search,Strategy Consultants (Fixed Term Contract),Sydney NSW,0,"Your ongoing challenges will be to conduct strategic research, collating business cases and managing strategic project to ensure the business successfully meets...",100000
2068,Queensland Government,Director Strategy & Planning,Brisbane QLD,0,Design and embed leading-edge effective contact centre workforce strategy initiatives across Smart Service • Lead and develop best practice standards for...,100000
2069,VicRoads,Senior Leadership Consultant,Kew East VIC,"$108,419 - $131,909 a year","The Capability, Culture and Change team work strategically within the Organisational Development, Strategy and Planning business area - incorporating Internal...",100000
2070,Hydrogen Group,Information Architect,Sydney NSW,"$1,200 a day","Maintaining current knowledge of industry and whole of government standards and strategic directions in information management, including best practice in...",100000
2071,Betsson Group,"Data Engineer, Data Warehouse",Tasmania,0,"You are an enthusiastic developer with experience in Data Warehousing and Business Intelligence; Collaborating with the Data DevOps, Business Intelligence, Big...",100000
2072,EY,Technical Consultant ( MS BI stack),Sydney NSW,0,The ideal candidate will have experience across all facets of Data and be comfortable explaining in simple terms the business impact of creating and modifying...,100000
2073,Harlow Group,Enterprise BDM – Sydney - Security,Sydney NSW,"$140,000 - $150,000 a year",This intelligence led security organization is all about proactivity & protecting their clients over the long haul through innovation....,100000
2074,Sharp & Carter,Data Warehouse & Business Intelligence Architect,Melbourne VIC,0,"Data Warehouse & Business Intelligence Architect. Diverse experience with a strong focus on Relational databases, Multi-Dimensional databases, Data Modelling,...",100000
2075,Thales Group,Project Engineer,Mulwala NSW,0,"Well-developed interpersonal, organisation and communication skills with a demonstrated ability to influence others in the achievement of desired business...",100000
2076,Victorian Government,Manager Strategy & Service Development (VPSG6),Melbourne VIC,"$116,863 - $156,387 a year",The Strategy and Service Development Unit supports client-focussed decision making through the provision of high-quality project support and business...,100000
2077,Beyond Holdings Limited,TM1 Consultant,Sydney NSW,0,Training business users. They provide business intelligence and planning insights to help enterprise scale IT sites achieve the best performance possible....,100000
2078,Konica Minolta Business Solutions Australia,Business Analyst - Managed Services,Brisbane QLD,0,Provide continuous improvement advice based upon win loss reviews and competitive intelligence. The objective of this newly created opportunity of Business...,100000
2079,Hays,BI Consultant,Sydney Central Business District NSW,0,One of Australia's largest government sector organisations is looking to bring on a BI Consultant to support the IT corporate system by providing technical...,100000
2080,Fisher Leadership,Head of Education Delivery,Sydney NSW,0,"The AICD has over 43,000 members, including directors and senior leaders from business, government and the not-for-profit sectors....",100000
2081,Microsoft,MTC Data & AI Technical Architect,Sydney NSW,0,"Deep Business Intelligence, SQL, Azure data services, Advanced Analytics and AI products & services knowledge....",100000
2082,Government of South Australia,"PROJECT MANAGER - QUALITY, INFORMATION & PERFORMANCE (QIP)",Adelaide SA,"$110,000 - $149,000 a year","The Project Manager - QIP Hub manages a range of business intelligence projects including the initiation, planning, co-ordination and implementation within Data...",100000
2083,LikeIT Recruitment,Senior DBA (x2),Sydney NSW,"$125,000 - $130,000 a year",Working with Business Intelligence platforms. Provide advice and guidance on database technology for new business systems....,100000
2084,Phantom,Security Solutions Architect - APJ,Sydney NSW,0,"Technical curiosity, with an understanding of security and business risk management. You'll love a challenging work environment, exceptional colleagues, strong...",100000
2085,HAVI Logistics,SENIOR MANAGER STRATEGIC PROCUREMENT,Sydney NSW,0,"Contribute to the development of data management systems to ensure fast accurate response in terms of spend intelligence, budgetary planning and business cases....",100000
2086,Power IT Consultancy,BI-DW PM,Australia,0,"Confidently engage with business stakeholders. Our client is one of the leading Information, Communications and Technology (ICT) company providing world-class...",100000
2087,Microsoft,Senior Program Manager,Canberra ACT,0,"Do you have a record of accomplishment employing strong business and architectural skills, navigating difficult engineering problems, orchestrating the...",100000
2088,Elbit Systems of Australia,NEA Project Manager,Wellington NSW,0,"Business Development, Engineering, Project Management. ELSA’s main business is Systems Integration for the Australian Defence Force (ADF), with an emerging...",100000
2089,Deloitte,Data Consultant,Melbourne VIC,0,Are you interested in working with the latest technologies to build and implement information based solutions?About the Role With the convergence of traditional...,100000
2090,Talent International,Data Scientist,Western Australia,0,Joining new team in the business. Collaborate with business and technology departments to develop working solutions....,100000
2091,Macquarie Group Limited,Senior Cloud Data Engineer,Sydney NSW,0,"Minimum 5 year working experience in the data warehousing and Business Intelligence systems. Business Improvement and Strategy, Business Services, Human...",100000
